title,date,url,tokens,stem,lemma,pos_tags,named_entities
Миллиардер Эпштейннің үйінен әйелше киінген Клинтонның портреті табылды,11:56 2019-08-15,https://kaz.zakon.kz/news/4981638-milliarder-epshteynn-y-nen-yelshe-ki.html,"миллиардер,эпштейннің,үйінен,әйелше,киінген,клинтонның,портреті,табылды",миллиардер эпштейннің үйінен әйелше киінген клинтонның портреті табылды,Миллиардер Эпштейннің үйінен әйелше киінген Клинтонның портреті табылды,"[('Миллиардер', 'JJ'), ('Эпштейннің', 'NNP'), ('үйінен', 'NNP'), ('әйелше', 'NNP'), ('киінген', 'NNP'), ('Клинтонның', 'NNP'), ('портреті', 'NNP'), ('табылды', 'NN')]",['Миллиардер Эпштейннің']
Белгілі заңгер жұманы түске дейін ғана жұмыс күні етуді ұсынды,11:07 2019-08-15,https://kaz.zakon.kz/news/4981625-belg-l-za-ger-zh-many-t-ske-dey-n-ana.html,"белгілі,заңгер,жұманы,түске,жұмыс,күні,етуді,ұсынды",белгілі заңгер жұманы түске дейін ғана жұмыс күні етуді ұсынды,Белгілі заңгер жұманы түске дейін ғана жұмыс күні етуді ұсынды,"[('Белгілі', 'JJ'), ('заңгер', 'NNP'), ('жұманы', 'NNP'), ('түске', 'NNP'), ('дейін', 'NNP'), ('ғана', 'NNP'), ('жұмыс', 'NNP'), ('күні', 'NNP'), ('етуді', 'NNP'), ('ұсынды', 'NN')]",['Белгілі']
Мылжың деген осы. Бердімұхамедовтің сөзі жұртты қалғытты,10:08 2019-08-15,https://kaz.zakon.kz/news/4981613-mylzhy-degen-osy-berd-m-hamedovt-s-z-zh.html,"мылжың,деген,бердімұхамедовтің,сөзі,жұртты,қалғытты",мылжың деген осы. бердімұхамедовтің сөзі жұртты қалғытты,Мылжың деген осы. Бердімұхамедовтің сөзі жұртты қалғытты,"[('Мылжың', 'JJ'), ('деген', 'NNP'), ('осы', 'NNP'), ('.', '.'), ('Бердімұхамедовтің', 'VB'), ('сөзі', 'JJ'), ('жұртты', 'NNP'), ('қалғытты', 'NN')]",['Мылжың']
18 жастағы алматылық бойжеткенді өгей әкесі жылдар бойы зорлаған,09:28 2019-08-15,https://kaz.zakon.kz/news/4981596-18-zhasta-y-almatyly-boyzhetkend-gey.html,"18,жастағы,алматылық,бойжеткенді,өгей,әкесі,жылдар,зорлаған",18 жастағы алматылық бойжеткенді өгей әкесі жылдар бойы зорлаған,18 жастағы алматылық бойжеткенді өгей әкесі жылдар бойы зорлаған,"[('18', 'CD'), ('жастағы', 'JJ'), ('алматылық', 'NNP'), ('бойжеткенді', 'NNP'), ('өгей', 'NNP'), ('әкесі', 'NNP'), ('жылдар', 'NNP'), ('бойы', 'NNP'), ('зорлаған', 'NN')]",[]
"Қазақстан халқының саны 18,5 млн адамға жетті",09:16 2019-08-15,https://kaz.zakon.kz/news/4981589-aza-stan-hal-yny-sany-18-5-mln-adam-a.html,"қазақстан,халқының,саны,18,5,млн,адамға,жетті","қазақстан халқының саны 18,5 млн адамға жетті","Қазақстан халқының саны 18,5 млн адамға жетті","[('Қазақстан', 'JJ'), ('халқының', 'NNP'), ('саны', 'NNP'), ('18', 'CD'), (',', ','), ('5', 'CD'), ('млн', 'NN'), ('адамға', 'NN'), ('жетті', 'NN')]",['Қазақстан']
"""Түк масқара емес..."". Айжан Нұрмағамбетова Қайрат Нұртасты әбден мақтады",17:40 2019-08-14,https://kaz.zakon.kz/news/4981540-t-k-mas-ara-emes-ayzhan-n-rma-ambetova.html,"түк,масқара,..."".,айжан,нұрмағамбетова,қайрат,нұртасты,әбден,мақтады","""түк масқара емес..."". айжан нұрмағамбетова қайрат нұртасты әбден мақтады","""Түк масқара емес..."". Айжан Нұрмағамбетова Қайрат Нұртасты әбден мақтады","[('""', 'JJ'), ('Түк', 'NNP'), ('масқара', 'NNP'), ('емес', 'NNP'), ('..."".', 'NNP'), ('Айжан', 'NNP'), ('Нұрмағамбетова', 'NNP'), ('Қайрат', 'NNP'), ('Нұртасты', 'NNP'), ('әбден', 'NNP'), ('мақтады', 'NN')]",[]
"""Қатайып жүрем..."". Қуат Хамитов комедияға түсті",17:20 2019-08-14,https://kaz.zakon.kz/news/4981534-atayyp-zh-rem-uat-hamitov-komediya-a-t.html,"қатайып,жүрем,..."".,қуат,хамитов,комедияға,түсті","""қатайып жүрем..."". қуат хамитов комедияға түсті","""Қатайып жүрем..."". Қуат Хамитов комедияға түсті","[('""', 'JJ'), ('Қатайып', 'NNP'), ('жүрем', 'NNP'), ('..."".', 'NNP'), ('Қуат', 'NNP'), ('Хамитов', 'NNP'), ('комедияға', 'NNP'), ('түсті', 'NN')]",['Қатайып']
Тоқаев белгілі археолог Зейнолла Самашевты қабылдады,16:44 2019-08-14,https://kaz.zakon.kz/news/4981523-to-aev-belg-l-arheolog-zeynolla.html,"тоқаев,белгілі,археолог,зейнолла,самашевты,қабылдады",тоқаев белгілі археолог зейнолла самашевты қабылдады,Тоқаев белгілі археолог Зейнолла Самашевты қабылдады,"[('Тоқаев', 'JJ'), ('белгілі', 'NNP'), ('археолог', 'NNP'), ('Зейнолла', 'NNP'), ('Самашевты', 'NNP'), ('қабылдады', 'NN')]",['Тоқаев']
"Шындығы сол: қазақтар әлі тайпалық, рулық деңгейде жүр",16:37 2019-08-14,https://kaz.zakon.kz/news/4981521-shyndy-y-sol-aza-tar-l-taypaly-ruly-de.html,"шындығы,қазақтар,әлі,тайпалық,рулық,деңгейде,жүр","шындығы сол: қазақтар әлі тайпалық, рулық деңгейде жүр","Шындығы сол: қазақтар әлі тайпалық, рулық деңгейде жүр","[('Шындығы', 'JJ'), ('сол', 'NN'), (':', ':'), ('қазақтар', 'JJ'), ('әлі', 'NNP'), ('тайпалық', 'NNP'), (',', ','), ('рулық', 'NNP'), ('деңгейде', 'NNP'), ('жүр', 'NN')]",['Шындығы']
"""Шыдай алмадым..."". Атамбаевтың тығып қойған баласы ел алдына шығып, сұқбат берді",16:35 2019-08-14,https://kaz.zakon.kz/news/4981520-shyday-almadym-atambaevty-ty-yp-oy-an.html,"шыдай,алмадым,..."".,атамбаевтың,тығып,қойған,баласы,ел,алдына,шығып,сұқбат,берді","""шыдай алмадым..."". атамбаевтың тығып қойған баласы ел алдына шығып, сұқбат берді","""Шыдай алмадым..."". Атамбаевтың тығып қойған баласы ел алдына шығып, сұқбат берді","[('""', 'JJ'), ('Шыдай', 'NNP'), ('алмадым', 'NNP'), ('..."".', 'NNP'), ('Атамбаевтың', 'NNP'), ('тығып', 'NNP'), ('қойған', 'NNP'), ('баласы', 'NNP'), ('ел', 'NNP'), ('алдына', 'NNP'), ('шығып', 'NNP'), (',', ','), ('сұқбат', 'NNP'), ('берді', 'NNP')]",['Шыдай']
Базарда фундук қымбат: еркектің бел күшін арттыратын азықтар анықталды,16:10 2019-08-14,https://kaz.zakon.kz/news/4981513-bazarda-funduk-ymbat-erkekt-bel-k-sh-n.html,"базарда,фундук,қымбат,еркектің,бел,күшін,арттыратын,азықтар,анықталды",базарда фундук қымбат: еркектің бел күшін арттыратын азықтар анықталды,Базарда фундук қымбат: еркектің бел күшін арттыратын азықтар анықталды,"[('Базарда', 'JJ'), ('фундук', 'NNP'), ('қымбат', 'NN'), (':', ':'), ('еркектің', 'JJ'), ('бел', 'NNP'), ('күшін', 'NNP'), ('арттыратын', 'NNP'), ('азықтар', 'NNP'), ('анықталды', 'NN')]",['Базарда']
"Алматыда ""Мерс"" мінген мастың кесірінен бір отбасы өртеніп кете жаздады",15:46 2019-08-14,https://kaz.zakon.kz/news/4981507-almatyda-mers-m-ngen-masty-kes-r-nen-b.html,"алматыда,мерс,мінген,мастың,кесірінен,бір,отбасы,өртеніп,кете,жаздады","алматыда ""мерс"" мінген мастың кесірінен бір отбасы өртеніп кете жаздады","Алматыда ""Мерс"" мінген мастың кесірінен бір отбасы өртеніп кете жаздады","[('Алматыда', 'JJ'), ('""', 'NNP'), ('Мерс', 'NNP'), ('""', 'NNP'), ('мінген', 'NNP'), ('мастың', 'NNP'), ('кесірінен', 'NNP'), ('бір', 'NNP'), ('отбасы', 'NNP'), ('өртеніп', 'NNP'), ('кете', 'NNP'), ('жаздады', 'NN')]",[]
Сенаттан кеткен шенді вице-министр болып тағайындалды,15:45 2019-08-14,https://kaz.zakon.kz/news/4981506-senattan-ketken-shend-vitse-ministr.html,"сенаттан,кеткен,шенді,вице,министр,болып,тағайындалды",сенаттан кеткен шенді вице-министр болып тағайындалды,Сенаттан кеткен шенді вице-министр болып тағайындалды,"[('Сенаттан', 'JJ'), ('кеткен', 'NNP'), ('шенді', 'NNP'), ('вице', 'NNP'), ('-', ':'), ('министр', 'NN'), ('болып', 'NN'), ('тағайындалды', 'NN')]",['Сенаттан']
"""Дұрыс емес қой"". Заңгер Серікжан Біләштің үлкен қатесін бетіне басты",15:32 2019-08-14,https://kaz.zakon.kz/news/4981502-d-rys-emes-oy-za-ger-ser-kzhan-b-l-sht.html,"дұрыс,қой,"".,заңгер,серікжан,біләштің,үлкен,қатесін,бетіне,басты","""дұрыс емес қой"". заңгер серікжан біләштің үлкен қатесін бетіне басты","""Дұрыс емес қой"". Заңгер Серікжан Біләштің үлкен қатесін бетіне басты","[('""', 'JJ'), ('Дұрыс', 'NNP'), ('емес', 'NNP'), ('қой', 'NNP'), ('"".', 'NNP'), ('Заңгер', 'NNP'), ('Серікжан', 'NNP'), ('Біләштің', 'NNP'), ('үлкен', 'NNP'), ('қатесін', 'NNP'), ('бетіне', 'NNP'), ('басты', 'NN')]",['Дұрыс']
Мемлекет басшысы экономикалық мәселелер бойынша кеңес өткізді,15:22 2019-08-14,https://kaz.zakon.kz/news/4981498-memleket-basshysy-ekonomikaly-m-seleler.html,"мемлекет,басшысы,экономикалық,мәселелер,бойынша,кеңес,өткізді",мемлекет басшысы экономикалық мәселелер бойынша кеңес өткізді,Мемлекет басшысы экономикалық мәселелер бойынша кеңес өткізді,"[('Мемлекет', 'JJ'), ('басшысы', 'NNP'), ('экономикалық', 'NNP'), ('мәселелер', 'NNP'), ('бойынша', 'NNP'), ('кеңес', 'NNP'), ('өткізді', 'NN')]",['Мемлекет']
Желіде Елбасының жастарға арналған үндеуі жарияланды,14:28 2019-08-14,https://kaz.zakon.kz/news/4981489-zhel-de-elbasyny-zhastar-a-arnal-an.html,"желіде,елбасының,жастарға,арналған,үндеуі,жарияланды",желіде елбасының жастарға арналған үндеуі жарияланды,Желіде Елбасының жастарға арналған үндеуі жарияланды,"[('Желіде', 'JJ'), ('Елбасының', 'NNP'), ('жастарға', 'NNP'), ('арналған', 'NNP'), ('үндеуі', 'NNP'), ('жарияланды', 'NN')]",['Желіде Елбасының']
"""Тапсырыс берді!"". Айжан Байзақова сайлау алдында неге пранк жасағанын айта салды",12:35 2019-08-14,https://kaz.zakon.kz/news/4981471-menen-k-rmes-n-ayzhan-bayza-ova-saylau.html,"тапсырыс,берді,!"".,айжан,байзақова,сайлау,алдында,неге,пранк,жасағанын,айта,салды","""тапсырыс берді!"". айжан байзақова сайлау алдында неге пранк жасағанын айта салды","""Тапсырыс берді!"". Айжан Байзақова сайлау алдында неге пранк жасағанын айта салды","[('""', 'JJ'), ('Тапсырыс', 'NNP'), ('берді', 'NNP'), ('!"".', 'NNP'), ('Айжан', 'NNP'), ('Байзақова', 'NNP'), ('сайлау', 'NNP'), ('алдында', 'NNP'), ('неге', 'NNP'), ('пранк', 'NNP'), ('жасағанын', 'NNP'), ('айта', 'NNP'), ('салды', 'NN')]",['Тапсырыс']
"""Кешіріңіздер!"". Жәйремдегі айғай-шуға мына түрік кінәлі",11:45 2019-08-14,https://kaz.zakon.kz/news/4981457-kesh-r-zder-zh-yremdeg-ay-ay-shu-a-myna.html,"кешіріңіздер,!"".,жәйремдегі,айғай,шуға,түрік,кінәлі","""кешіріңіздер!"". жәйремдегі айғай-шуға мына түрік кінәлі","""Кешіріңіздер!"". Жәйремдегі айғай-шуға мына түрік кінәлі","[('""', 'JJ'), ('Кешіріңіздер', 'NNP'), ('!"".', 'NNP'), ('Жәйремдегі', 'NNP'), ('айғай', 'NNP'), ('-', ':'), ('шуға', 'NN'), ('мына', 'JJ'), ('түрік', 'NNP'), ('кінәлі', 'NN')]",[]
Ақшамен көлігін ұшықтаған МАЙ қызметкері видеоға түсіп қалған,11:28 2019-08-14,https://kaz.zakon.kz/news/4981451-a-shamen-k-l-g-n-shy-ta-an-may-yzmetker.html,"ақшамен,көлігін,ұшықтаған,май,қызметкері,видеоға,түсіп,қалған",ақшамен көлігін ұшықтаған май қызметкері видеоға түсіп қалған,Ақшамен көлігін ұшықтаған МАЙ қызметкері видеоға түсіп қалған,"[('Ақшамен', 'JJ'), ('көлігін', 'NNP'), ('ұшықтаған', 'NNP'), ('МАЙ', 'NNP'), ('қызметкері', 'NNP'), ('видеоға', 'NNP'), ('түсіп', 'NNP'), ('қалған', 'NN')]",['Ақшамен']
Ресейде ядролық реактор жарылған ауыл халқы көшіріліп жатыр,11:02 2019-08-14,https://kaz.zakon.kz/news/4981445-reseyde-yadroly-reaktor-zharyl-an-auyl.html,"ресейде,ядролық,реактор,жарылған,ауыл,халқы,көшіріліп,жатыр",ресейде ядролық реактор жарылған ауыл халқы көшіріліп жатыр,Ресейде ядролық реактор жарылған ауыл халқы көшіріліп жатыр,"[('Ресейде', 'JJ'), ('ядролық', 'NNP'), ('реактор', 'NNP'), ('жарылған', 'NNP'), ('ауыл', 'NNP'), ('халқы', 'NNP'), ('көшіріліп', 'NNP'), ('жатыр', 'NN')]",['Ресейде']
"""300 мың доллар!.."". Ғабидолланың тағы бір былығы ашылды",10:41 2019-08-14,https://kaz.zakon.kz/news/4981437-300-my-dollar-abidollany-ta-y-b-r-byly.html,"300,мың,доллар,!.."".,ғабидолланың,бір,былығы,ашылды","""300 мың доллар!.."". ғабидолланың тағы бір былығы ашылды","""300 мың доллар!.."". Ғабидолланың тағы бір былығы ашылды","[('""', 'RB'), ('300', 'CD'), ('мың', 'JJ'), ('доллар', 'NNP'), ('!.."".', 'NNP'), ('Ғабидолланың', 'NNP'), ('тағы', 'NNP'), ('бір', 'NNP'), ('былығы', 'NNP'), ('ашылды', 'NN')]",[]
Соларды біртіндеп алып тастасақ – билікке күтпеген кеңес айтылды,10:33 2019-08-14,https://kaz.zakon.kz/news/4981434-solardy-b-rt-ndep-alyp-tastasa-bil-kke.html,"соларды,біртіндеп,алып,тастасақ,–,билікке,күтпеген,кеңес,айтылды",соларды біртіндеп алып тастасақ – билікке күтпеген кеңес айтылды,Соларды біртіндеп алып тастасақ – билікке күтпеген кеңес айтылды,"[('Соларды', 'JJ'), ('біртіндеп', 'NNP'), ('алып', 'NNP'), ('тастасақ', 'NNP'), ('–', 'NNP'), ('билікке', 'NNP'), ('күтпеген', 'NNP'), ('кеңес', 'NNP'), ('айтылды', 'NN')]",['Соларды']
Қазақтың баласы Мохаммед Салахпен кездесті,09:52 2019-08-14,https://kaz.zakon.kz/news/4981424-aza-ty-balasy-mohammed-salahpen-kezdest.html,"қазақтың,баласы,мохаммед,салахпен,кездесті",қазақтың баласы мохаммед салахпен кездесті,Қазақтың баласы Мохаммед Салахпен кездесті,"[('Қазақтың', 'JJ'), ('баласы', 'NNP'), ('Мохаммед', 'NNP'), ('Салахпен', 'NNP'), ('кездесті', 'NN')]",['Қазақтың']
Алматыдағы сел: оқиға орнынан суреттер мен видео жарияланды,09:52 2019-08-14,https://kaz.zakon.kz/news/4981423-almatyda-y-sel-o-i-a-ornynan-suretter.html,"алматыдағы,сел,оқиға,орнынан,суреттер,видео,жарияланды",алматыдағы сел: оқиға орнынан суреттер мен видео жарияланды,Алматыдағы сел: оқиға орнынан суреттер мен видео жарияланды,"[('Алматыдағы', 'JJ'), ('сел', 'NN'), (':', ':'), ('оқиға', 'JJ'), ('орнынан', 'NNP'), ('суреттер', 'NNP'), ('мен', 'NNP'), ('видео', 'NNP'), ('жарияланды', 'NN')]",['Алматыдағы']
Алматы әкімдігі сел қауіпі туындап тұрғанын растады,09:18 2019-08-14,https://kaz.zakon.kz/news/4981414-almaty-k-md-g-sel-au-p-tuyndap-t-r-anyn.html,"алматы,әкімдігі,сел,қауіпі,туындап,тұрғанын,растады",алматы әкімдігі сел қауіпі туындап тұрғанын растады,Алматы әкімдігі сел қауіпі туындап тұрғанын растады,"[('Алматы', 'JJ'), ('әкімдігі', 'NNP'), ('сел', 'NNP'), ('қауіпі', 'NNP'), ('туындап', 'NNP'), ('тұрғанын', 'NNP'), ('растады', 'NN')]",['Алматы']
"Қырғыз деген қазақ емес. Атамбаев неге ""Елбасы"" бола алмады",17:26 2019-08-13,https://kaz.zakon.kz/news/4981361-yr-yz-degen-aza-emes-atambaev-nege.html,"қырғыз,деген,қазақ,атамбаев,неге,елбасы,бола,алмады","қырғыз деген қазақ емес. атамбаев неге ""елбасы"" бола алмады","Қырғыз деген қазақ емес. Атамбаев неге ""Елбасы"" бола алмады","[('Қырғыз', 'JJ'), ('деген', 'NNP'), ('қазақ', 'NNP'), ('емес', 'NNP'), ('.', '.'), ('Атамбаев', 'VB'), ('неге', 'JJ'), ('""', 'NNP'), ('Елбасы', 'NNP'), ('""', 'NNP'), ('бола', 'NNP'), ('алмады', 'NN')]",['Қырғыз']
АҚШ пен Қытай сауда-саттық шиеленісі салдарынан мұнайдың бағасы құлады,17:13 2019-08-13,https://kaz.zakon.kz/news/4981359-a-sh-pen-ytay-sauda-satty-shielen-s.html,"ақш,пен,қытай,сауда,саттық,шиеленісі,салдарынан,мұнайдың,бағасы,құлады",ақш пен қытай сауда-саттық шиеленісі салдарынан мұнайдың бағасы құлады,АҚШ пен Қытай сауда-саттық шиеленісі салдарынан мұнайдың бағасы құлады,"[('АҚШ', 'JJ'), ('пен', 'NNP'), ('Қытай', 'NNP'), ('сауда', 'NNP'), ('-', ':'), ('саттық', 'NN'), ('шиеленісі', 'JJ'), ('салдарынан', 'NNP'), ('мұнайдың', 'NNP'), ('бағасы', 'NNP'), ('құлады', 'NN')]",['АҚШ']
Тоқаевтың төрағалығымен Ақордада экономикалық мәселелер бойынша кеңес өтті,16:57 2019-08-13,https://kaz.zakon.kz/news/4981356-to-aevty-t-ra-aly-ymen-a-ordada.html,"тоқаевтың,төрағалығымен,ақордада,экономикалық,мәселелер,бойынша,кеңес,өтті",тоқаевтың төрағалығымен ақордада экономикалық мәселелер бойынша кеңес өтті,Тоқаевтың төрағалығымен Ақордада экономикалық мәселелер бойынша кеңес өтті,"[('Тоқаевтың', 'JJ'), ('төрағалығымен', 'NNP'), ('Ақордада', 'NNP'), ('экономикалық', 'NNP'), ('мәселелер', 'NNP'), ('бойынша', 'NNP'), ('кеңес', 'NNP'), ('өтті', 'NN')]",['Тоқаевтың']
Малиновский Конституциялық кеңес мүшесі болып қайтадан тағайындалды,16:07 2019-08-13,https://kaz.zakon.kz/news/4981346-malinovskiy-konstitutsiyaly-ke-es-m.html,"малиновский,конституциялық,кеңес,мүшесі,болып,қайтадан,тағайындалды",малиновский конституциялық кеңес мүшесі болып қайтадан тағайындалды,Малиновский Конституциялық кеңес мүшесі болып қайтадан тағайындалды,"[('Малиновский', 'JJ'), ('Конституциялық', 'NNP'), ('кеңес', 'NNP'), ('мүшесі', 'NNP'), ('болып', 'NNP'), ('қайтадан', 'NNP'), ('тағайындалды', 'NN')]",['Малиновский Конституциялық']
Әнші Пласидо Доминго жастау кезінде талай әйелді зорлаған деседі,15:59 2019-08-13,https://kaz.zakon.kz/news/4981343-nsh-plasido-domingo-zhastau-kez-nde.html,"әнші,пласидо,доминго,жастау,кезінде,талай,әйелді,зорлаған,деседі",әнші пласидо доминго жастау кезінде талай әйелді зорлаған деседі,Әнші Пласидо Доминго жастау кезінде талай әйелді зорлаған деседі,"[('Әнші', 'JJ'), ('Пласидо', 'NNP'), ('Доминго', 'NNP'), ('жастау', 'NNP'), ('кезінде', 'NNP'), ('талай', 'NNP'), ('әйелді', 'NNP'), ('зорлаған', 'NNP'), ('деседі', 'NN')]",['Әнші Пласидо Доминго']
"Тоқаев БҰҰ Бас хатшысы Антониу Гутерришке көңіл айтып, жеделхат жолдады",15:51 2019-08-13,https://kaz.zakon.kz/news/4981339-to-aev-b-bas-hatshysy-antoniu.html,"тоқаев,бұұ,бас,хатшысы,антониу,гутерришке,көңіл,айтып,жеделхат,жолдады","тоқаев бұұ бас хатшысы антониу гутерришке көңіл айтып, жеделхат жолдады","Тоқаев БҰҰ Бас хатшысы Антониу Гутерришке көңіл айтып, жеделхат жолдады","[('Тоқаев', 'JJ'), ('БҰҰ', 'NNP'), ('Бас', 'NNP'), ('хатшысы', 'NNP'), ('Антониу', 'NNP'), ('Гутерришке', 'NNP'), ('көңіл', 'NNP'), ('айтып', 'NNP'), (',', ','), ('жеделхат', 'NNP'), ('жолдады', 'NNP')]","['Тоқаев', 'БҰҰ Бас']"
Таразда студент қызды алдаған ЖОО деканы Алматыда ұсталды,15:37 2019-08-13,https://kaz.zakon.kz/news/4981335-tarazda-student-yzdy-alda-an-zhoo.html,"таразда,студент,қызды,алдаған,жоо,деканы,алматыда,ұсталды",таразда студент қызды алдаған жоо деканы алматыда ұсталды,Таразда студент қызды алдаған ЖОО деканы Алматыда ұсталды,"[('Таразда', 'JJ'), ('студент', 'NNP'), ('қызды', 'NNP'), ('алдаған', 'NNP'), ('ЖОО', 'NNP'), ('деканы', 'NNP'), ('Алматыда', 'NNP'), ('ұсталды', 'NN')]",['Таразда']
"""Шашылып қалған"". Алматы-Бішкек трассасында жантүршігерлік жол апаты болды",15:27 2019-08-13,https://kaz.zakon.kz/news/4981333-t-g-alma-an-almaty-b-shkek-trassasynda.html,"шашылып,қалған,"".,алматы,бішкек,трассасында,жантүршігерлік,жол,апаты,болды","""шашылып қалған"". алматы-бішкек трассасында жантүршігерлік жол апаты болды","""Шашылып қалған"". Алматы-Бішкек трассасында жантүршігерлік жол апаты болды","[('""', 'JJ'), ('Шашылып', 'NNP'), ('қалған', 'NNP'), ('"".', 'NNP'), ('Алматы', 'NNP'), ('-', ':'), ('Бішкек', 'NN'), ('трассасында', 'JJ'), ('жантүршігерлік', 'NNP'), ('жол', 'NNP'), ('апаты', 'NNP'), ('болды', 'NN')]","['Шашылып', 'Алматы', 'Бішкек']"
Жәйремдегі төбелес туралы полиция ақпарат берді,15:21 2019-08-13,https://kaz.zakon.kz/news/4981332-zh-yremdeg-t-beles-turaly-politsiya-a.html,"жәйремдегі,төбелес,полиция,ақпарат,берді",жәйремдегі төбелес туралы полиция ақпарат берді,Жәйремдегі төбелес туралы полиция ақпарат берді,"[('Жәйремдегі', 'JJ'), ('төбелес', 'NNP'), ('туралы', 'NNP'), ('полиция', 'NNP'), ('ақпарат', 'NNP'), ('берді', 'NN')]",['Жәйремдегі']
"""Жақсы емес..."". Трамп Ресейдің жарылып кеткен зымыранына қатысты мәлімдеме жасады",14:48 2019-08-13,https://kaz.zakon.kz/news/4981325-zha-sy-emes-tramp-reseyd-zharylyp.html,"жақсы,..."".,трамп,ресейдің,жарылып,кеткен,зымыранына,қатысты,мәлімдеме,жасады","""жақсы емес..."". трамп ресейдің жарылып кеткен зымыранына қатысты мәлімдеме жасады","""Жақсы емес..."". Трамп Ресейдің жарылып кеткен зымыранына қатысты мәлімдеме жасады","[('""', 'JJ'), ('Жақсы', 'NNP'), ('емес', 'NNP'), ('..."".', 'NNP'), ('Трамп', 'NNP'), ('Ресейдің', 'NNP'), ('жарылып', 'NNP'), ('кеткен', 'NNP'), ('зымыранына', 'NNP'), ('қатысты', 'NNP'), ('мәлімдеме', 'NNP'), ('жасады', 'NN')]",['Жақсы']
Тоқаев сынға алса да елордадағы ауқымды жоба қайта қолға алынатын болды,14:20 2019-08-13,https://kaz.zakon.kz/news/4981322-to-aev-syn-a-alsa-da-elordada-y-au-ymdy.html,"тоқаев,сынға,алса,да,елордадағы,ауқымды,жоба,қайта,қолға,алынатын,болды",тоқаев сынға алса да елордадағы ауқымды жоба қайта қолға алынатын болды,Тоқаев сынға алса да елордадағы ауқымды жоба қайта қолға алынатын болды,"[('Тоқаев', 'JJ'), ('сынға', 'NNP'), ('алса', 'NNP'), ('да', 'NNP'), ('елордадағы', 'NNP'), ('ауқымды', 'NNP'), ('жоба', 'NNP'), ('қайта', 'NNP'), ('қолға', 'NNP'), ('алынатын', 'NNP'), ('болды', 'NN')]",['Тоқаев']
Жұмысқа бізді алмайды. Жәйремдегі түріктерді сабауға не себеп болған,14:17 2019-08-13,https://kaz.zakon.kz/news/4981321-zh-mys-a-b-zd-almaydy-zh-yremdeg-t-r.html,"жұмысқа,бізді,алмайды,жәйремдегі,түріктерді,сабауға,не,себеп,болған",жұмысқа бізді алмайды. жәйремдегі түріктерді сабауға не себеп болған,Жұмысқа бізді алмайды. Жәйремдегі түріктерді сабауға не себеп болған,"[('Жұмысқа', 'JJ'), ('бізді', 'NNP'), ('алмайды', 'NNP'), ('.', '.'), ('Жәйремдегі', 'VB'), ('түріктерді', 'JJ'), ('сабауға', 'NNP'), ('не', 'NNP'), ('себеп', 'NNP'), ('болған', 'NN')]",['Жұмысқа']
"""Давай дейді..."". ""Кел, келінім"" бағдарламасын жүргізуші Гүлбаушан ашық кетті",12:56 2019-08-13,https://kaz.zakon.kz/news/4981306-davay-deyd-kel-kel-n-m-ba-darlamasyn-zh.html,"давай,дейді,..."".,кел,келінім,бағдарламасын,жүргізуші,гүлбаушан,ашық,кетті","""давай дейді..."". ""кел, келінім"" бағдарламасын жүргізуші гүлбаушан ашық кетті","""Давай дейді..."". ""Кел, келінім"" бағдарламасын жүргізуші Гүлбаушан ашық кетті","[('""', 'JJ'), ('Давай', 'NNP'), ('дейді', 'NNP'), ('..."".', 'NNP'), ('""', 'NNP'), ('Кел', 'NNP'), (',', ','), ('келінім', 'NNP'), ('""', 'NNP'), ('бағдарламасын', 'NNP'), ('жүргізуші', 'NNP'), ('Гүлбаушан', 'NNP'), ('ашық', 'NNP'), ('кетті', 'NN')]",['Давай']
Жаңа сенатор Нұртөре Жүсіптің жалынды сөзі желіде хит болды,12:46 2019-08-13,https://kaz.zakon.kz/news/4981305-zha-a-senator-n-rt-re-zh-s-pt-zhalyndy.html,"жаңа,сенатор,нұртөре,жүсіптің,жалынды,сөзі,желіде,хит,болды",жаңа сенатор нұртөре жүсіптің жалынды сөзі желіде хит болды,Жаңа сенатор Нұртөре Жүсіптің жалынды сөзі желіде хит болды,"[('Жаңа', 'JJ'), ('сенатор', 'NNP'), ('Нұртөре', 'NNP'), ('Жүсіптің', 'NNP'), ('жалынды', 'NNP'), ('сөзі', 'NNP'), ('желіде', 'NNP'), ('хит', 'NNP'), ('болды', 'NN')]",['Жаңа']
Шетелдік жұмысшылар мен қазақтар тағы төбелесті,12:08 2019-08-13,https://kaz.zakon.kz/news/4981294-sheteld-k-zh-mysshylar-men-aza-tar-ta-y.html,"шетелдік,жұмысшылар,қазақтар,төбелесті",шетелдік жұмысшылар мен қазақтар тағы төбелесті,Шетелдік жұмысшылар мен қазақтар тағы төбелесті,"[('Шетелдік', 'JJ'), ('жұмысшылар', 'NNP'), ('мен', 'NNP'), ('қазақтар', 'NNP'), ('тағы', 'NNP'), ('төбелесті', 'NN')]",['Шетелдік']
